"id","nome_antigo","nome_novo","gif_antigo","gif_novo","classificacao_antiga","grupo_principal_novo","secundarias_novas","descricao_atualizada","status","observacao"
"media_0c91b5bf4cdfb16a0d36","Rosca na polia baixa com corda","Rosca na polia baixa com corda","gifs/biceps/Enrolamento de cabo de um braço.gif","gifs/biceps/Enrolamento de cabo de um braço.gif","Bíceps | Polia/Cabo | Academia","Bíceps","Polia/Cabo | Academia","true","mapped","ID e mídia preservados"
"media_be486b4b6cc0db7b449f","Rosca Scott com barra EZ","Rosca Scott com barra EZ","gifs/biceps/Z bar preacher rosca.gif","gifs/biceps/Z bar preacher rosca.gif","Bíceps | Barra | Banco | Academia","Bíceps","Barra | Banco | Academia","true","mapped","ID e mídia preservados"
"media_879ec42b4f9065b8f003","Rosca Scott com halteres","Rosca Scott com halteres","gifs/Exercícios sem marca d'água/Onda de pregador com halteres.gif","gifs/Exercícios sem marca d'água/Onda de pregador com halteres.gif","Bíceps | Halteres | Banco | Academia","Bíceps","Halteres | Banco | Academia","true","mapped","ID e mídia preservados"
"media_a639132cfeb9bf6b0eb4","Rosca Scott martelo com halteres","Rosca Scott martelo com halteres","gifs/Exercícios sem marca d'água/Rosca scott martelo com halteres.gif","gifs/Exercícios sem marca d'água/Rosca scott martelo com halteres.gif","Bíceps | Halteres | Banco | Academia","Bíceps","Halteres | Banco | Academia","true","mapped","ID e mídia preservados"
"media_b64c8cca7503dddf0305","Rosca Scott na máquina","Rosca Scott na máquina","gifs/biceps/Sentado hammer rosca.gif","gifs/biceps/Sentado hammer rosca.gif","Bíceps | Máquina | Academia","Bíceps","Máquina | Academia","true","mapped","ID e mídia preservados"
"media_2c206ba71373461151b7","Rosca Scott unilateral com halter","Rosca Scott unilateral com halter","gifs/biceps/Sentado biceps rosca.gif","gifs/biceps/Sentado biceps rosca.gif","Bíceps | Halteres | Banco | Academia","Bíceps","Halteres | Banco | Academia","true","mapped","ID e mídia preservados"
"media_a712fac72049bc39f8a2","Rosca simultânea com halteres em pé","Rosca simultânea com halteres em pé","gifs/biceps/Com barra alternate biceps rosca - Variação 3.gif","gifs/biceps/Com barra alternate biceps rosca - Variação 3.gif","Bíceps | Halteres | Academia","Bíceps","Halteres | Academia","true","mapped","ID e mídia preservados"
"media_a1ad9c97a4274140e7b0","Rosca Zottman","Rosca Zottman","gifs/biceps/Zottman rosca.gif","gifs/biceps/Zottman rosca.gif","Bíceps | Sem aparelhos | Casa","Bíceps","Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_b2750ca649818b4f5c7e","Rotação de ombro com elástico a 90 graus","Rotação de ombro com elástico a 90 graus","gifs/tríceps/Asisted triceps dips - Variação 2.gif","gifs/tríceps/Asisted triceps dips - Variação 2.gif","Ombros | Elástico | Academia","Ombros","Elástico | Academia","true","mapped","ID e mídia preservados"
"media_35ca16a56567e36edeae","Rotação de pés e tornozelos","Rotação de pés e tornozelos","gifs/Exercícios sem marca d'água/Rotação dos pés e tornozelo.gif","gifs/Exercícios sem marca d'água/Rotação dos pés e tornozelo.gif","Mobilidade | Sem aparelhos | Casa","Mobilidade","Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_d45a11e4795e9b245e22","Rotação de tronco deitado","Rotação de tronco deitado","gifs/Exercícios sem marca d'água/Rotação da parte superior do corpo deitado.gif","gifs/Exercícios sem marca d'água/Rotação da parte superior do corpo deitado.gif","Abdômen/Core | Sem aparelhos | Casa","Abdômen/Core","Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_636ed13aece16e779f4c","Rotação de tronco deitado com bola suíça","Rotação de tronco deitado com bola suíça","gifs/abdominais/Side prancha rotation.gif","gifs/abdominais/Side prancha rotation.gif","Abdômen/Core | Bola | Academia","Abdômen/Core","Bola | Academia","true","mapped","ID e mídia preservados"
"media_321a0280062adb38942c","Rotação de tronco em pé","Rotação de tronco em pé","gifs/Exercícios sem marca d'água/Rotação em pé.gif","gifs/Exercícios sem marca d'água/Rotação em pé.gif","Abdômen/Core | Sem aparelhos | Casa","Abdômen/Core","Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_2a7a8e0b98bdf50d81de","Rotação de tronco em pé com elástico","Rotação de tronco em pé com elástico","gifs/abdominais/Em pé leg raise with resistance band.gif","gifs/abdominais/Em pé leg raise with resistance band.gif","Abdômen/Core | Elástico | Academia","Abdômen/Core","Elástico | Academia","true","mapped","ID e mídia preservados"
"media_b56e36612869353b52b4","Rotação de tronco em pé na polia","Rotação de tronco em pé na polia","gifs/abdominais/Em pé twist na máquina.gif","gifs/abdominais/Em pé twist na máquina.gif","Abdômen/Core | Polia/Cabo | Academia","Abdômen/Core","Polia/Cabo | Academia","true","mapped","ID e mídia preservados"
"media_1e2c44c08cda33f48b6d","Rotação de tronco na máquina","Rotação de tronco na máquina","gifs/abdominais/Sentado twist na máquina.gif","gifs/abdominais/Sentado twist na máquina.gif","Abdômen/Core | Máquina | Academia","Abdômen/Core","Máquina | Academia","true","mapped","ID e mídia preservados"
"media_eb53b0d480c200689e9d","Rotação de tronco no cabo em pé","Rotação de tronco no cabo em pé","gifs/Exercícios sem marca d'água/Torção do cabo em pé.gif","gifs/Exercícios sem marca d'água/Torção do cabo em pé.gif","Abdômen/Core | Polia/Cabo | Academia","Abdômen/Core","Polia/Cabo | Academia","true","mapped","ID e mídia preservados"
"media_b268a052c558126a8f10","Rotação de tronco sentado com barra","Rotação de tronco sentado com barra","gifs/abdominais/Em pé straight leg raise with resistance band.gif","gifs/abdominais/Em pé straight leg raise with resistance band.gif","Abdômen/Core | Barra | Academia","Abdômen/Core","Barra | Academia","true","mapped","ID e mídia preservados"
"media_88efb7bb112048385f79","Rotação de tronco sentado na polia","Rotação de tronco sentado na polia","gifs/abdominais/Double crunches.gif","gifs/abdominais/Double crunches.gif","Abdômen/Core | Polia/Cabo | Academia","Abdômen/Core","Polia/Cabo | Academia","true","mapped","ID e mídia preservados"
"media_2c1b75f98c76800f3065","Rotação de tronco sentado no cabo","Rotação de tronco sentado no cabo","gifs/abdominais/Sentado na polia twist - Variação 2.gif","gifs/abdominais/Sentado na polia twist - Variação 2.gif","Abdômen/Core | Polia/Cabo | Academia","Abdômen/Core","Polia/Cabo | Academia","true","mapped","ID e mídia preservados"
"media_7d230dcc0ed649c40950","Rotação de tronco sentado no cabo - Variação 2","Rotação de tronco sentado no cabo - Variação 2","gifs/abdominais/Sentado na polia twist.gif","gifs/abdominais/Sentado na polia twist.gif","Abdômen/Core | Polia/Cabo | Academia","Abdômen/Core","Polia/Cabo | Academia","true","mapped","ID e mídia preservados"
"media_047347a875a19dc57ee2","Rotação externa cubana com halteres","Rotação externa cubana com halteres","gifs/Exercícios sem marca d'água/Rotação externa cubana com halteres.gif","gifs/Exercícios sem marca d'água/Rotação externa cubana com halteres.gif","Mobilidade | Halteres | Academia","Mobilidade","Halteres | Academia","true","mapped","ID e mídia preservados"
"media_e6cf319fc09c6faad2eb","Rotação externa de ombro com halter apoiado no banco","Rotação externa de ombro com halter apoiado no banco","gifs/Exercícios sem marca d'água/Rotação externa com halteres apoiados em banco.gif","gifs/Exercícios sem marca d'água/Rotação externa com halteres apoiados em banco.gif","Ombros | Halteres | Banco | Academia","Ombros","Halteres | Banco | Academia","true","mapped","ID e mídia preservados"
"media_b4daed909a2373f32ece","Rotação externa de ombro meio ajoelhado no cabo","Rotação externa de ombro meio ajoelhado no cabo","gifs/Exercícios sem marca d'água/Rotação externa do cabo meio ajoelhado.gif","gifs/Exercícios sem marca d'água/Rotação externa do cabo meio ajoelhado.gif","Ombros | Polia/Cabo | Academia","Ombros","Polia/Cabo | Academia","true","mapped","ID e mídia preservados"
"media_947fd75865198dafd60a","Rotação externa de ombro no cabo","Rotação externa de ombro no cabo","gifs/Exercícios sem marca d'água/Rotação externa do ombro do cabo.gif","gifs/Exercícios sem marca d'água/Rotação externa do ombro do cabo.gif","Ombros | Polia/Cabo | Academia","Ombros","Polia/Cabo | Academia","true","mapped","ID e mídia preservados"
"media_f76439f6795fab16f382","Rotação externa do quadril sentado com elástico","Rotação externa do quadril sentado com elástico","gifs/Exercícios sem marca d'água/Rotação externa do quadril sentado na elástico.gif","gifs/Exercícios sem marca d'água/Rotação externa do quadril sentado na elástico.gif","Quadril | Elástico | Academia","Quadril","Elástico | Academia","true","mapped","ID e mídia preservados"
"media_57fd4837f3d51f5c51f8","Rotação externa do tornozelo com elástico","Rotação externa do tornozelo com elástico","gifs/Exercícios sem marca d'água/Rotação externa do pé da elástico.gif","gifs/Exercícios sem marca d'água/Rotação externa do pé da elástico.gif","Mobilidade | Elástico | Academia","Mobilidade","Elástico | Academia","true","mapped","ID e mídia preservados"
"media_e5e17ae4254e8c9b5b29","Rotação interna de ombro no cabo","Rotação interna de ombro no cabo","gifs/Exercícios sem marca d'água/Rotação interna do ombro do cabo.gif","gifs/Exercícios sem marca d'água/Rotação interna do ombro do cabo.gif","Ombros | Polia/Cabo | Academia","Ombros","Polia/Cabo | Academia","true","mapped","ID e mídia preservados"
"media_7722f763275b439c9833","Rotação interna de ombro sentado no cabo","Rotação interna de ombro sentado no cabo","gifs/Exercícios sem marca d'água/Rotação interna do ombro sentado no cabo.gif","gifs/Exercícios sem marca d'água/Rotação interna do ombro sentado no cabo.gif","Ombros | Polia/Cabo | Academia","Ombros","Polia/Cabo | Academia","true","mapped","ID e mídia preservados"
"media_a0827fa0625c2576a452","Rotação interna do quadril sentado com elástico","Rotação interna do quadril sentado com elástico","gifs/Exercícios sem marca d'água/Rotação interna do quadril sentado na elástico.gif","gifs/Exercícios sem marca d'água/Rotação interna do quadril sentado na elástico.gif","Quadril | Elástico | Academia","Quadril","Elástico | Academia","true","mapped","ID e mídia preservados"
"media_ac3e58b4be3f47ccf5a7","Rotação landmine","Rotação landmine","gifs/Exercícios sem marca d'água/Torção de mina terrestre.gif","gifs/Exercícios sem marca d'água/Torção de mina terrestre.gif","Abdômen/Core | Barra | Academia","Abdômen/Core","Barra | Academia","true","mapped","ID e mídia preservados"
"media_962e032c8b1f8d4994db","Rotação torácica ajoelhado para trás","Rotação torácica ajoelhado para trás","gifs/Exercícios sem marca d'água/Rotação para trás ajoelhada.gif","gifs/Exercícios sem marca d'água/Rotação para trás ajoelhada.gif","Mobilidade | Sem aparelhos | Casa","Mobilidade","Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_f5d1a24976fa41b0b86b","Rotação torácica em quatro apoios","Rotação torácica em quatro apoios","gifs/Exercícios sem marca d'água/Ajoelhado, rotação da coluna - Parsva balasana enfiar a remada na postura da agulha.gif","gifs/Exercícios sem marca d'água/Ajoelhado, rotação da coluna - Parsva balasana enfiar a remada na postura da agulha.gif","Mobilidade | Sem aparelhos | Casa","Mobilidade","Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_e1af88165942a956c0e5","Salto agrupado","Salto agrupado","gifs/Exercícios sem marca d'água/Salto dobrado.gif","gifs/Exercícios sem marca d'água/Salto dobrado.gif","Corpo inteiro | Cardio | Sem aparelhos | Casa","Corpo inteiro","Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_5593336e85c3dd9a8d0b","Salto de elevação pélvica unilateral","Salto de elevação pélvica unilateral","gifs/Exercícios sem marca d'água/Salto de elevação pélvica com uma perna.gif","gifs/Exercícios sem marca d'água/Salto de elevação pélvica com uma perna.gif","Glúteos | Sem aparelhos | Casa","Glúteos","Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_6c12c4b336b682ac2b70","Salto dividido com halteres","Salto dividido com halteres","gifs/Exercícios sem marca d'água/Salto dividido com halteres.gif","gifs/Exercícios sem marca d'água/Salto dividido com halteres.gif","Corpo inteiro | Halteres | Cardio | Academia","Corpo inteiro","Halteres | Academia","true","mapped","ID e mídia preservados"
"media_b88cadc46f0d4d95866c","Salto em distância","Salto em distância","gifs/Exercícios sem marca d'água/Salto em distância.gif","gifs/Exercícios sem marca d'água/Salto em distância.gif","Corpo inteiro | Cardio | Sem aparelhos | Casa","Corpo inteiro","Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_3767fd56a9b4327ddab3","Salto em distância unilateral","Salto em distância unilateral","gifs/Exercícios sem marca d'água/Salto em largura unipodal.gif","gifs/Exercícios sem marca d'água/Salto em largura unipodal.gif","Corpo inteiro | Cardio | Sem aparelhos | Casa","Corpo inteiro","Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_34a3bac127420a027db9","Salto em profundidade para obstáculo","Salto em profundidade para obstáculo","gifs/Exercícios sem marca d'água/Salto em profundidade para salto com obstáculos.gif","gifs/Exercícios sem marca d'água/Salto em profundidade para salto com obstáculos.gif","Corpo inteiro | Cardio | Sem aparelhos | Casa","Corpo inteiro","Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_822f58a7c4a32e70fa16","Salto na caixa","Salto na caixa","gifs/Exercícios sem marca d'água/O salto da caixa.gif","gifs/Exercícios sem marca d'água/O salto da caixa.gif","Corpo inteiro | Step/Caixa | Cardio | Academia","Corpo inteiro","Step/Caixa | Academia","true","mapped","ID e mídia preservados"
"media_0673631de2491887fe9c","Salto na caixa com uma perna","Salto na caixa com uma perna","gifs/Exercícios sem marca d'água/Salto de caixa com uma perna.gif","gifs/Exercícios sem marca d'água/Salto de caixa com uma perna.gif","Corpo inteiro | Step/Caixa | Cardio | Academia","Corpo inteiro","Step/Caixa | Academia","true","mapped","ID e mídia preservados"
"media_03b364bea968093e78f0","Salto para trás","Salto para trás","gifs/Exercícios sem marca d'água/Salto para trás.gif","gifs/Exercícios sem marca d'água/Salto para trás.gif","Corpo inteiro | Cardio | Sem aparelhos | Casa","Corpo inteiro","Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_1c6ee613b14e0d609951","Salto pliométrico em zigue-zague","Salto pliométrico em zigue-zague","gifs/Exercícios sem marca d'água/Zig zag hop pliométrico.gif","gifs/Exercícios sem marca d'água/Zig zag hop pliométrico.gif","Corpo inteiro | Cardio | Sem aparelhos | Casa","Corpo inteiro","Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_e783592a49ae91e7c8d5","Salto vertical com alcance","Salto vertical com alcance","gifs/Exercícios sem marca d'água/exercicios_renomeados_pt_br/005_salto_vertical_com_alcance.gif","gifs/Exercícios sem marca d'água/exercicios_renomeados_pt_br/005_salto_vertical_com_alcance.gif","Corpo inteiro | Cardio | Sem aparelhos | Casa","Corpo inteiro","Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_9ef93caff4c0341a7ed3","Saltos com joelho alto","Saltos com joelho alto","gifs/Exercícios sem marca d'água/Saltos de joelho alto.gif","gifs/Exercícios sem marca d'água/Saltos de joelho alto.gif","Corpo inteiro | Cardio | Sem aparelhos | Casa","Corpo inteiro","Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_2c5ba862da064babb4b0","Saltos de potência","Saltos de potência","gifs/Exercícios sem marca d'água/Saltos de energia.gif","gifs/Exercícios sem marca d'água/Saltos de energia.gif","Corpo inteiro | Cardio | Sem aparelhos | Casa","Corpo inteiro","Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_3928f40d2fcdc598b8ce","Scott press","Scott press","gifs/Exercícios sem marca d'água/Imprensa scott.gif","gifs/Exercícios sem marca d'água/Imprensa scott.gif","Ombros | Banco | Tríceps | Academia","Ombros","Tríceps | Banco | Academia","true","mapped","ID e mídia preservados"
"media_40e4027e63f8c7d6a93f","SkiErg","SkiErg","gifs/Exercícios sem marca d'água/Ergômetro de esqui.gif","gifs/Exercícios sem marca d'água/Ergômetro de esqui.gif","Cardio | Máquina | Academia | Corpo inteiro","Cardio","Corpo inteiro | Máquina | Academia","true","mapped","ID e mídia preservados"
"media_15a3e6747708fe4ff506","Slam com bola medicinal","Slam com bola medicinal","gifs/Exercícios sem marca d'água/Bola medicinal batendo acima da cabeça.gif","gifs/Exercícios sem marca d'água/Bola medicinal batendo acima da cabeça.gif","Corpo inteiro | Bola | Cardio | Academia","Corpo inteiro","Bola | Academia","true","mapped","ID e mídia preservados"
"media_50433dffe9620f1c1c7c","Snatch balance","Snatch balance","gifs/Exercícios sem marca d'água/Levantamento de equilíbrio.gif","gifs/Exercícios sem marca d'água/Levantamento de equilíbrio.gif","Corpo inteiro | Barra | Academia","Corpo inteiro","Barra | Academia","true","mapped","ID e mídia preservados"
"media_2ea19f883edf7070ca88","Snatch com barra","Snatch com barra","gifs/Exercícios sem marca d'água/Snatch com barra.gif","gifs/Exercícios sem marca d'água/Snatch com barra.gif","Corpo inteiro | Barra | Academia","Corpo inteiro","Barra | Academia","true","mapped","ID e mídia preservados"
"media_e52590311864636df066","Snatch unilateral com halter","Snatch unilateral com halter","gifs/Exercícios sem marca d'água/Snatch com halteres com um braço.gif","gifs/Exercícios sem marca d'água/Snatch com halteres com um braço.gif","Corpo inteiro | Halteres | Academia","Corpo inteiro","Halteres | Academia","true","mapped","ID e mídia preservados"
"media_46780e150c2ffee4f8ff","Socos","Socos","gifs/Exercícios sem marca d'água/Socos.gif","gifs/Exercícios sem marca d'água/Socos.gif","Cardio | Sem aparelhos | Casa | Corpo inteiro","Cardio","Corpo inteiro | Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_5b3d146a48af410dfd5c","Sprint na bicicleta ergométrica","Sprint na bicicleta ergométrica","gifs/Exercícios sem marca d'água/Corrida de bicicleta estacionária.gif","gifs/Exercícios sem marca d'água/Corrida de bicicleta estacionária.gif","Cardio | Máquina | Bicicleta | Academia","Cardio","Máquina | Bicicleta | Academia","true","mapped","ID e mídia preservados"
"media_3ff2e34a5c3aed66a8d6","Squat thrust (agachamento para prancha)","Squat thrust (agachamento para prancha)","gifs/Exercícios sem marca d'água/Saltos instantâneos.gif","gifs/Exercícios sem marca d'água/Saltos instantâneos.gif","Corpo inteiro | Cardio | Sem aparelhos | Casa","Corpo inteiro","Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_25603c4c184000fe46be","Step-down unilateral","Step-down unilateral","gifs/Exercícios sem marca d'água/Degrau com uma perna para baixo.gif","gifs/Exercícios sem marca d'água/Degrau com uma perna para baixo.gif","Quadríceps | Step/Caixa | Glúteos | Academia","Quadríceps","Glúteos | Step/Caixa | Academia","true","mapped","ID e mídia preservados"
"media_67bfb91c8acba912cb26","Step-up com elevação do joelho","Step-up com elevação do joelho","gifs/Exercícios sem marca d'água/Subir com elevação dos joelhos.gif","gifs/Exercícios sem marca d'água/Subir com elevação dos joelhos.gif","Quadríceps | Step/Caixa | Glúteos | Academia","Quadríceps","Glúteos | Step/Caixa | Academia","true","mapped","ID e mídia preservados"
"media_a9eebdc43bbaa0da601e","Step-up com elástico","Step-up com elástico","gifs/Exercícios sem marca d'água/Passo em elástico.gif","gifs/Exercícios sem marca d'água/Passo em elástico.gif","Quadríceps | Elástico | Step/Caixa | Glúteos","Quadríceps","Glúteos | Elástico | Step/Caixa | Academia | Casa","true","mapped","ID e mídia preservados"
"media_bfe1cffc4cf02b0a65a7","Step-up com equilíbrio e rosca bíceps","Step-up com equilíbrio e rosca bíceps","gifs/Exercícios sem marca d'água/Intensificar o equilíbrio de uma perna com rosca bíceps.gif","gifs/Exercícios sem marca d'água/Intensificar o equilíbrio de uma perna com rosca bíceps.gif","Bíceps | Step/Caixa | Academia","Bíceps","Step/Caixa | Academia","true","mapped","ID e mídia preservados"
"media_21d252fe7df4de8b01a6","Step-up com halteres","Step-up com halteres","gifs/Exercícios sem marca d'água/Haltere intensificar.gif","gifs/Exercícios sem marca d'água/Haltere intensificar.gif","Quadríceps | Halteres | Step/Caixa | Glúteos","Quadríceps","Glúteos | Halteres | Step/Caixa | Casa | Academia","true","mapped","ID e mídia preservados"
"media_c68a7f9f79457c36453e","Step-up com rotação e joelho ao cotovelo","Step-up com rotação e joelho ao cotovelo","gifs/Exercícios sem marca d'água/Dar um passo oposto ao cotovelo torcer o joelho.gif","gifs/Exercícios sem marca d'água/Dar um passo oposto ao cotovelo torcer o joelho.gif","Quadríceps | Step/Caixa | Glúteos | Academia","Quadríceps","Glúteos | Step/Caixa | Academia","true","mapped","ID e mídia preservados"
"media_a95dd7df569e4fa31ed5","Step-up lateral","Step-up lateral","gifs/Exercícios sem marca d'água/Subida lateral.gif","gifs/Exercícios sem marca d'água/Subida lateral.gif","Quadríceps | Step/Caixa | Glúteos | Academia","Quadríceps","Glúteos | Step/Caixa | Academia","true","mapped","ID e mídia preservados"
"media_2d38aee402705afccb8f","Step-up lateral com halteres","Step-up lateral com halteres","gifs/Exercícios sem marca d'água/Step up lateral com halteres.gif","gifs/Exercícios sem marca d'água/Step up lateral com halteres.gif","Quadríceps | Halteres | Step/Caixa | Glúteos","Quadríceps","Glúteos | Halteres | Step/Caixa | Academia | Casa","true","mapped","ID e mídia preservados"
"media_118ff8b2ba6ba026f180","Step-up no banco com barra","Step-up no banco com barra","gifs/Exercícios sem marca d'água/Subida no banco com barra.gif","gifs/Exercícios sem marca d'água/Subida no banco com barra.gif","Quadríceps | Barra | Banco | Step/Caixa","Quadríceps","Barra | Banco | Step/Caixa | Academia","true","mapped","ID e mídia preservados"
"media_3229245c86fe25a905d4","Step-up no banco com halteres","Step-up no banco com halteres","gifs/perna/Corrida.gif","gifs/perna/Corrida.gif","Quadríceps | Glúteos | Halteres | Banco","Quadríceps","Glúteos | Halteres | Banco | Casa | Academia","true","mapped","ID e mídia preservados"
"media_14c175528087a57ddc71","Step-up no banco com halteres - Variação 2","Step-up no banco com halteres - Variação 2","gifs/perna/Recusar avanço com halteres no banco.gif","gifs/perna/Recusar avanço com halteres no banco.gif","Quadríceps | Glúteos | Halteres | Banco","Quadríceps","Glúteos | Halteres | Banco | Casa | Academia","true","mapped","ID e mídia preservados"
"media_868ed8908109f2f279b8","Stiff com barra","Stiff com barra","gifs/perna/Alongamento de isquiotibiais de perna cruzada em pé.gif","gifs/perna/Alongamento de isquiotibiais de perna cruzada em pé.gif","Posterior de coxa | Glúteos | Barra | Academia","Posterior de coxa","Glúteos | Barra | Academia","true","mapped","ID e mídia preservados"
"media_c60d0677040259b02da3","Stiff com halteres","Stiff com halteres","gifs/Exercícios sem marca d'água/Levantamento terra com halteres e perna reta.gif","gifs/Exercícios sem marca d'água/Levantamento terra com halteres e perna reta.gif","Posterior de coxa | Halteres | Glúteos | Academia","Posterior de coxa","Glúteos | Halteres | Academia","true","mapped","ID e mídia preservados"
"media_b075d47f20be6561f8a7","Stiff no Smith","Stiff no Smith","gifs/perna/Flexão de perna única com alavanca.gif","gifs/perna/Flexão de perna única com alavanca.gif","Posterior de coxa | Glúteos | Máquina | Academia","Posterior de coxa","Glúteos | Máquina | Academia","true","mapped","ID e mídia preservados"
"media_bdb2c36c305132520848","Super-homem","Super-homem","gifs/Exercícios sem marca d'água/Advasana l postura de cadáver reversa - Super-homem.gif","gifs/Exercícios sem marca d'água/Advasana l postura de cadáver reversa - Super-homem.gif","Costas | Sem aparelhos | Casa","Costas","Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_ad4725f408aace1587fa","Super-homem - variação 2","Super-homem - variação 2","gifs/Exercícios sem marca d'água/Advasana l postura de cadáver reversa - Super-homem - Variação 2.gif","gifs/Exercícios sem marca d'água/Advasana l postura de cadáver reversa - Super-homem - Variação 2.gif","Costas | Sem aparelhos | Casa","Costas","Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_069205b8deab71863d87","Super-homem - variação 3","Super-homem - variação 3","gifs/Exercícios sem marca d'água/exercicios_renomeados_pt_br/014_superman.gif","gifs/Exercícios sem marca d'água/exercicios_renomeados_pt_br/014_superman.gif","Costas | Sem aparelhos | Casa","Costas","Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_264685df5d19c9a9b848","Super-homem com braços estendidos","Super-homem com braços estendidos","gifs/abdominais/Abdominal ponderada - Variação 3.gif","gifs/abdominais/Abdominal ponderada - Variação 3.gif","Costas | Sem aparelhos | Casa","Costas","Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_66f1db807a9d4d3e0fde","Supino ajoelhado com elástico","Supino ajoelhado com elástico","gifs/Exercícios sem marca d'água/exercicios_renomeados_pt_br/018_press_de_peito_ajoelhado_com_elastico.gif","gifs/Exercícios sem marca d'água/exercicios_renomeados_pt_br/018_press_de_peito_ajoelhado_com_elastico.gif","Peito | Elástico | Banco | Tríceps","Peito","Tríceps | Elástico | Banco | Casa | Academia","true","mapped","ID e mídia preservados"
"media_d432482a6d2371d9c4a7","Supino alternado com halteres","Supino alternado com halteres","gifs/Exercícios sem marca d'água/Supino alternado com halteres.gif","gifs/Exercícios sem marca d'água/Supino alternado com halteres.gif","Peito | Halteres | Banco | Tríceps","Peito","Tríceps | Halteres | Banco | Academia | Casa","true","mapped","ID e mídia preservados"
"media_e07c607a601c3a70b90a","Supino com halteres","Supino com halteres","gifs/Exercícios sem marca d'água/Imprensa com halteres.gif","gifs/Exercícios sem marca d'água/Imprensa com halteres.gif","Peito | Halteres | Banco | Tríceps","Peito","Tríceps | Halteres | Banco | Academia","true","mapped","ID e mídia preservados"
"media_c9a7cd8b634bff61827d","Supino com halteres e pegada fechada","Supino com halteres e pegada fechada","gifs/Exercícios sem marca d'água/Supino com halteres de pegada fechada.gif","gifs/Exercícios sem marca d'água/Supino com halteres de pegada fechada.gif","Antebraços | Halteres | Banco | Academia","Antebraços","Halteres | Banco | Academia","true","mapped","ID e mídia preservados"
"media_578435577be4475cf008","Supino com halteres e pegada reversa","Supino com halteres e pegada reversa","gifs/Exercícios sem marca d'água/Supino com halteres com pegada reversa.gif","gifs/Exercícios sem marca d'água/Supino com halteres com pegada reversa.gif","Antebraços | Halteres | Banco | Academia","Antebraços","Halteres | Banco | Academia","true","mapped","ID e mídia preservados"
"media_d5c616bb94b508537411","Supino com halteres juntos (squeeze press)","Supino com halteres juntos (squeeze press)","gifs/peitoral/Supino reto com barra.gif","gifs/peitoral/Supino reto com barra.gif","Peito | Tríceps | Halteres","Peito","Tríceps | Halteres | Academia","true","mapped","ID e mídia preservados"
"media_12c2a2cdbac36debf89c","Supino com pegada aberta","Supino com pegada aberta","gifs/Exercícios sem marca d'água/Supino de grande aderência.gif","gifs/Exercícios sem marca d'água/Supino de grande aderência.gif","Antebraços | Banco | Academia","Antebraços","Banco | Academia","true","mapped","ID e mídia preservados"
"media_2a19365360e67c7c55e9","Supino com pegada fechada","Supino com pegada fechada","gifs/Exercícios sem marca d'água/Supino com pegada fechada.gif","gifs/Exercícios sem marca d'água/Supino com pegada fechada.gif","Antebraços | Banco | Academia","Antebraços","Banco | Academia","true","mapped","ID e mídia preservados"
"media_1126903b26ae141622ea","Supino convergente na máquina","Supino convergente na máquina","gifs/Exercícios sem marca d'água/Máquina de prensa torácica interna.gif","gifs/Exercícios sem marca d'água/Máquina de prensa torácica interna.gif","Peito | Máquina | Tríceps | Academia","Peito","Tríceps | Máquina | Academia","true","mapped","ID e mídia preservados"
"media_8d1cd8a354abbd87be15","Supino declinado com barra","Supino declinado com barra","gifs/Exercícios sem marca d'água/Declínio no supino com barra.gif","gifs/Exercícios sem marca d'água/Declínio no supino com barra.gif","Peito | Barra | Banco | Tríceps","Peito","Tríceps | Barra | Banco | Academia","true","mapped","ID e mídia preservados"
"media_f065536813e7db4b1a55","Supino declinado com halteres","Supino declinado com halteres","gifs/Exercícios sem marca d'água/Supino declinado com halteres.gif","gifs/Exercícios sem marca d'água/Supino declinado com halteres.gif","Peito | Halteres | Banco | Tríceps","Peito","Tríceps | Halteres | Banco | Academia","true","mapped","ID e mídia preservados"
